Date,Text
2023-10-06 06:28:16+00:00,"После того как пересел на PyCharm встретился с такой проблемой как зависания. Т.е. редактор просто намертво замирает и не реагирует ни на что. Ребята из рабочего чата сказали, что может быть проблема с памятью. Типа внизу на панельке можно даже включить индикатор Memory Indicator. У меня сейчас показывает около 900/2048, когда я просто запускаю проект. В общем, чтобы не проверять было это в нем или нет (а это раздражающий фактор, когда работаешь и пишешь код, а потом нужно резко завершать повисшее приложение, перезапускать и восстанавливать вкладки и ход мысли), поэтому пошел в настройки и поменял.
Если кому то будет полезно, настройки лежат в
~/.config/JetBrains/PyCharm2023.2/pycharm64.vmoptions
параметр который нужно поменять
-Xmx4096m
Я поменял на 4096, посмотрю, если такое продолжиться со сключенным индикатором памяти буду знать упор был в память или другая причина. Такие вот будни джуна ))"
2023-10-05 21:21:07+00:00,"Продолжение с Railway
Оказалось, я ошибся с датами, не 5 дней, а 3 дня. Между тем как я заметил неладное и как написал им прошло два дня. Видимо замотался и воспринял ситуацию не очень объективно и мысленно уже готовился к переезду на хероку. В общем, сегодня ребята из Railway написали ответ: ""Done, I've removed 2FA for you, and gave you some credits - really sorry for the delay here"" и накинули $20 на баланс. Чертовски приятно за них и неприятно за себя, потому что в тикете я написал сегодня утром, ""камон ребят уже 5 дней прошло"", теперь неловко. Но видимо Railway опять мой фаворит ничего не изменилось, расходимся)"
2023-10-05 05:17:10+00:00,"Немного боли. Мой любимый Railway мурыжит меня 5 дней с восстановлением доступа к аккаунту. У меня возникла проблема с телефоном и я не могу получить ключи 2FA. Хотя это даже не было проблемой, проблемой был платеж, который не прошел и у меня встали все сервисы. В общем, на стриме я хотел их снова использовать и сказать какие они молодцы, а к следующему стриму я скорее всего буду деплоить уже на другой сервис, потому что ну не надо так."
2023-10-04 16:37:32+00:00,"Начинаю потихоньку втягиваться в процесс на работе. Мне кажется как бы я не думал, что у меня не было стресса, он все таки был. Сейчас смотрю на те же самые участки кода и сейчас все намного проще понимается. Нельзя отрицать важность адаптации на новом месте. Думаю, если бы не помощь ребят из команды, я бы наверное еще тупил над проектом. Самое удивительное, сколько бы ты не сидел над проектом овертайм, понимание приходит когда снижается стресс, а снижается он от того что общаешься с другими членами команды.
Если сидеть и тупить в одну каску, можно не разобраться в проекте, не адаптироваться и в целом не показать то, на что был способен. Т.е. код технически проеще не становится, он какой был такой и есть, становится лучше восприятие и это чисто человеческие софтскиловые штуки. Способность адаптироваться к изменениям, общаться и прикладывать усилия.
На тему софт скиллов последнее время очень много инсайтов приходит. Постараюсь поделиться"
2023-10-01 12:16:31+00:00,"Что ж. Продолжаю писать бек для волонтерского проекта, логика усложняется.
Понимаю, что слои абстракции начали протекать.
И тут в голове взникает вопрос, что делать и приходят акие варианты:
1) нарисовать схему того как работает приложение. в начале логика была простая и можно было без схемы
2) оставить как есть и забить на технический долг, дописать уже проект, а все проблемы с рефакторингом оставить Илье из будущего.
Вариант 2 проще, но мне он не нравится. Во первых, потому что камон, я могу лучше. Второй момент, это то, что проект потенциально растет и в будущем, если все пойдет так же хорошо, нужно будет расширяться. А значит проблемы будут точно. Если бы я писал проект, который никому не нужен и не будет расти, то можно было бы остановиться на моменте ""не надо начинать писать код"" или ""спасибо, я откажусь от участия в вашем проекте""
Вариант 1. Выдохнуть. Смириться с тем, что это займет какое то время, что игра в архитектуру 100% сэкономит время в будущем и просто начать делать. Начертить схему, разложить по слоям, что куда посылает запросы. Предусмотреть с учетом планов на расширение, как это будет потом работать и подложить соломку заранее. Плюс, скорее всего поменять структуру некоторых таблиц базы, потому что кажется ее усложнил (или нет, сложно узнать и посоветоваться не с кем).
Вариант 1 мне нравится, потому что он не тяп-ляп, и в процессе я явно прокачаюсь, поэтому его и выберу"
2023-09-27 10:22:20+00:00,"Так как в понедельник будет праздник и у меня выдался спонтанный выходной наверное попробую провести стрим, где в режиме онлайн, где буду писать пет-проект, который давно откладываю.
Это будет бекенд на
FastAPI + Aiogram + SQLalchemy + PostgreSQL
.
Для отрисовки веб-страницы еще знаю,
jinja
или отдельным проектом фронтенд делать не знаю, решу позже.
Деплой
Railway
или
Heroku
(пока не решил использовать привычный Railway или попробовать Heroku, не хочется тупить во время стрима), локально в
Docker
.
Про сам проект проблема:
Учет финансов это муторно, когда есть несколько карт в нескольких валютях. Особенно если это семеный бюджет и входящих/исходящих платежей много и они пересекаются. Использовать для этого эксель неудобно, потому что, когда доходит до аналитики, сделать срезы по датам, фильтрам валютам, счетам больно.
Быстро вносить изменения тоже неудобно, особенно когда происходит оплата наличкой, поэтому будет использоваться телеграм-бот, куда можно передавать данные и записывать в базу.
Так что если есть идеи или вопросы по проекту/стеку, можете написать под постом"
2023-09-27 10:09:11+00:00,"Работа мотивирует не забивать на английский. Назначили созвон на следю неделе. Нужно практиковать спикинг, потому что последний раз общался месяца два назад.
Когда так долго не общаешься, язык как будто забывает как издавать эти звуки. Здесь должна быть шутка про ""какой язык учить разработчику в 2023 году? - английский"""
2023-09-26 20:10:51+00:00,"Еще хотел поделиться личным. начал снова читать книгу по когнитивной психологии, перечитываю уже раз 3-4.
Вожу эту книгу с собой везде, потому что она легко и непринужденно вправляем мозги на место, когда случают стрессовые ситуации и начинаются всякие негативные мысли в голове зарождаться. В общем, полезно. С учетом того, что еще хорошая погода на этой неделе выдалась, посидеть на шезлонге и почитать это прямо наслаждение.
Может я старею или типа того, но просто посидеть под солнцем с книгой, насладиться ветром и тем, что никуда не нужно спешить. Чтобы просто насладиться тишиной и хорошей погодой, обычно приходиться доплачивать."
2023-09-26 20:02:21+00:00,"Оценка навскидку видимо не мое, и заглянул в статистику проекта. Суммарно 38 часов и 40 минут по волонтерскому проекту.
Часто задумываюсь о том, чтобы как делиться знаниями и записывать на ютуб, что то подобное. Но на ютубе куча курсов от людей опытнее меня и время, которое я трачу на кодинг оно более продуктивно проходит, нежели запись роликов и монтаж. Будни джуна и ютубера в одном лице в общем"
2023-09-26 19:51:50+00:00,"Давненько я ничего не писал, был занят тем, что писал код.
Плотно разбирался с задачами на работе (не очень продуктивно), а на выходных писал бекенд для одного волонтерского проекта. Можно сказать, что после Django на работе, я отдыхаю с помощью FastAPI. На самом деле волонтерский проект интересный, надеюсь  он будет востребованным и принесет пользу людям. Я трекаю время, сколько я трачу на кодинг и на волонтерство я потратил примерно 32-33 часа за две недели. Тюею по сути на выходных у меня как вторая работа, только неоплачиваемая, кек.
На работе начал понемногу понимать, что я вообще делаю, до этого просто выполнял таски с какого то джедайского чутья, а сейчас вроде как пришла осознанность, ушел стресс и страх перед этой огромной кодовой базой.
Чтобы немного передохнуть взялся за задачу обновиться сервис для тестирования на php, репозиторий которого одно время не использовался. Так получилось, что у меня стояла задача с этим свазанная и во время работы с ней, сайт на котором все тестировалось упал. В общем, будет дополнительная экспа за фарм знаний о хероку, деплое и php"
2023-09-21 11:52:02+00:00,"Как удалить ветку локально и с гитхаб
Я уже не первый раз случайно создаю лишние ветки и это потом висит в редакторе, и решил написать инструкцию для себя как это все подчистить. А то висят в редакторе, вызывают лишнюю когнитивную нагрузку при переключении веток
#удаляем локально
git branch -D branch-name
#удаляем удаленно
git push origin -d branch-name
# если не remote_name не origin, то нужно поменять"
2023-09-18 20:14:09+00:00,"Планы по развитию ютуба у меня примерно такие:
Основной канал, который изначально создавался как инструкции для моих студентов по питону (да-да, об этом я должен был рассказать в видео про мой путь в IT), так и будет продолжаться как канал образовательного контента по питону с уровом на бекенд..
У меня есть несколько идей, которые я бы хотел реализовать основном канале:
- Уроки для начинающих изучать питон (потому что я сам джун и мои воспоминания свежи, я думаю,что пока могу говорить о простых вещах не улетая далеко, потому что помню как недавно тупил над ними). И надо записать, пока это чувство еще свежо.
- Инструкции, которые касаются веб-разработки. Опять же, иногда хватает 5 минутного ролика, чтобы объяснить как решить проблему, буду продолжать записывать такие короткие видео
- Книжный клуб или Краткий пересказ книг по питону и разработке. Понимаю, что хочу прочитать много, а запись роликов может не только помочь кому-то, но и мотивировать меня самого регулярно читать и не забивать на это
- Питонятница. Надеюсь это станет традицей и можно будет регулярно проводить трансляции онлайн, про питон и путь в профессии
- Стримы по написанию проектов онлайн. Мне нравится писать код, но думаю, что мне пока некомфортно делать это в эфире. Возможно, если у этого будет профит от донатов, то мотивации будет больше, но это не точно. Все таки сидеть и тупить над кодом когда никто не видит, куда более приятно.
На дополнительном канале планы такие:
- Выкладывать ролики, которые не относятся напрямую к программированию, такие как дизайн резюме для разработчика, оформление страницы в соцсетях и заполнение профиля линкедин. ПРо развитие своего ютуб канала и личного бренда. И прочие такие штуки, в которых я не эксперт, но просто эксперементирую.
- Продолжать выпускать разговорные видео в формате влога с минимумом монтажа и не требующих больших усилий. Такого рода лайвконтент, который зайдет тем, кому я интересен как личность (хотелось бы знать, что я интересная личность, хехе)
- Возможно тоже книжная рубрика по психологии и саморазвитию, но это пока не точно.
Как только ра работе я начну чувствовать себя уверенно, начну воплощать свои идеи в жизнь. В общем, планов у меня много, но все упирается во время. Большую часть занимает сценарий, съемка и монтаж. Надеюсь я научусь это делать со временем быстрее."
2023-09-17 07:22:58+00:00,"В субботу пытался записать ролики на ютуб, о том, стоит ли идти учиться в хеклет и про свой путь от начала обучения до офера. В итоге, потратил часов 5 на запись.
Заранее написал план, о чем стоит рассказатб, но проблема в том, что если читаю по бумажке, начинаю нервничать, а если пытаюсь ипровизировать, то начинаю уходить от темы.
В общем, разговаривать с камерой для меня проблема. В итоге, голос устал и начал хрипеть, поэтому я просто прекратил.
Чтобы отдохнуть начал писать бота для удаления системных сообщений из телеги. Пока только подготовил проект и среду, подумал, что надо воспользоваться шаблонами гитхаба, для создания проектов, где уже будут все файлы зависимостей, докерфайлы, makefile, и прочее.
С утра решил вернуться к чтению каналов, которые тоже пишут про свой путь разработку. И хотел поделиться ссылками на них.
1)
@devlogirl
К первому посту -
https://t.me/devlogirl/1
2)
@it_human
К первому посту -
https://t.me/it_human/1"
2023-09-13 19:42:37+00:00,"На работе пришла задача, где в коде было много дублирующего кода 6-летней давности.
Я решил взяться за это, и вот какие выводы, я сделал для себя:
- Рефакторинг стоит делать маленькими частями (да, слона по кусочкам)
- Дублирование кода это не основная проблема. Если код повторяется, но у него несложная логика, то не проблема. Не стоит это исправлять
- Декораторы чаще всего в коде не нужны, потому что добавляют неочевидное поведение. Если поведение относится ко всем наследуемым объектам, лучше расширить класс, если в одном или нескольких, то переопределять
- Большая часть того, что в теории делиться на плохие и хорошие практики, это все индивидуально
- Типизация и документирование. Если уж решил сделать хорошо старый участок кода, то надо добавить все необходимые инструменты, чтобы было понятно в след раз когда в этот участок кода придется лезть. И чтобы редактор подтягивал все типы и чтобы было понятна логика, зачем все было сделано именно так"
2023-09-11 18:23:50+00:00,Добавил обсуждения к постам
2023-08-28 19:45:35+00:00,Channel created
